Datasource:,https://walmart-open-data-walmarttech.opendata.arcgis.com/maps/walmarttech::walmart-store-status-web-map/about,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
OID_,businessunit_name,businessunit_number,businessunit_banner_description,businessunit_type_description,businessunit_isstoreopen,facilitydetails_location_locati,facilitydetails_location_loca_1,facilitydetails_location_loca_2,facilitydetails_location_loca_3,facilitydetails_location_loca_8,businessunit_status_code,op_status,Modified_Operating_Hours_,Pharmacy_open_to_public_,Fuel_Station_open_to_public_,bu_num,Grocery_delivery_service,Grocery_delivery_status,Online_grocery_pickup,Online_grocery_pickup_status
18431,"NEWTON, KS",2428,WM Supercenter,Retail,1,1701 S KANSAS RD,NEWTON,HARVEY,KS,67114-8755,5,Open,,Y,Y,2428,No,,No,Available
18432,"SPRINGFIELD, OH",2429,WM Supercenter,Retail,1,2100 N BECHTLE AVE,SPRINGFIELD,CLARK,OH,45504-1584,5,Open,,Y,Y,2429,No,Available,Yes,Available
18433,WENTZVILLE MO.,243,WM Supercenter,Retail,1,1971 WENTZVILLE PKWY,WENTZVILLE,ST. CHARLES,MO,63385-3424,5,Open,,Y,Y,243,No,Available,No,Available
18435,Searcy W AR,2431,Neighborhood Market,Retail,1,1330 W BEEBE CAPPS EXPY,SEARCY,WHITE,AR,72143-0000,2,Open,,Y,Y,2431,No,,No,
18436,Lincoln 27th & Grainger NE,2432,WM Supercenter,Retail,1,2500 JAMIE LN,LINCOLN,LANCASTER,NE,68512-9496,2,Open,,Y,Y,2432,No,Not Available,No,
18437,GARLAND TX,2433,Neighborhood Market,Retail,1,101 W BUCKINGHAM RD,GARLAND,DALLAS,TX,75040-4646,2,Open,,Y,Y,2433,No,,No,Available
18438,"IRON MOUNTAIN, MI",2434,WM Supercenter,Retail,1,1920 S STEPHENSON AVE,IRON MOUNTAIN,DICKINSON,MI,49801-3641,5,Open,,Y,Y,2434,No,,Yes,Available
18439,"DUNDALK, MD",2435,Wal-Mart,Retail,1,2399 NORTH POINT BLVD,DUNDALK,BALTIMORE,MD,21222-1623,3,Open,,Y,Y,2435,No,,No,
18440,"ELDERSBURG, MD",2436,WM Supercenter,Retail,1,"6400A RIDGE ROAD, SUITE 1",SYKESVILLE,CARROLL,MD,21784-6272,5,Open,,Y,Y,2436,No,Available,Yes,Available
18441,"WARRENTON, VA",2437,WM Supercenter,Retail,1,700 JAMES MADISON HWY,WARRENTON,FAUQUIER,VA,20186-3828,5,Open,,Y,Y,2437,No,,No,Available
18442,"STAFFORD, VA",2438,WM Supercenter,Retail,1,217 GARRISONVILLE RD,STAFFORD,STAFFORD,VA,22554-1527,5,Open,,Y,Y,2438,No,Available,No,Available
18443,BAYTOWN TX,2439,WM Supercenter,Retail,1,8700 N HIGHWAY 146,BAYTOWN,CHAMBERS,TX,77523-0000,2,Open,,Y,Y,2439,Yes,Available,Yes,Available
18444,WINNFIELD LA.,244,WM Supercenter,Retail,1,5940 HIGHWAY 167 N,WINNFIELD,WINN,LA,71483-5075,5,Open,,Y,Y,244,No,,Yes,
18445,"SYLVA, NC",2440,WM Supercenter,Retail,1,210 WALMART PLZ,SYLVA,JACKSON,NC,28779-5866,2,Open,,Y,Y,2440,No,,No,
18446,"HAMILTON, OH",2441,WM Supercenter,Retail,1,1505 MAIN ST,HAMILTON,BUTLER,OH,45013-1079,5,Open,,Y,Y,2441,No,Available,Yes,Available
18447,KANSAS CITY ANTIOCH MO,2442,Neighborhood Market,Retail,1,5261 NORTH ANTIOCH ROAD,KANSAS CITY,CLAY,MO,64119-0000,2,Open,,Y,Y,2442,No,Available,No,Available
18448,SIOUX FALLS S SD,2443,WM Supercenter,Retail,1,7821 SOUTH MINNESOTA AVENUE,SIOUX FALLS,LINCOLN,SD,57108-0000,2,Open,,Y,Y,2443,No,Available,No,Available
18449,"ONEIDA, NY",2444,WM Supercenter,Retail,1,2024 GENESEE ST,ONEIDA,MADISON,NY,13421-2680,2,Open,,Y,Y,2444,No,Available,No,Available
18450,"HATFIELD, PA",2445,WM Supercenter,Retail,1,1515 BETHLEHEM PIKE,HATFIELD,MONTGOMERY,PA,19440-1301,5,Open,,Y,Y,2445,No,Available,No,Available
18451,"QUAKERTOWN, PA",2446,WM Supercenter,Retail,1,195 N WEST END BLVD,QUAKERTOWN,BUCKS,PA,18951-2306,5,Open,,Y,Y,2446,No,,No,Available
18452,"CINCINNATI, OH",2447,WM Supercenter,Retail,1,2322 FERGUSON RD,CINCINNATI,HAMILTON,OH,45238-3503,5,Open,,Y,Y,2447,No,Not Available,No,Not Available
18453,COTTAGE GROVE MN,2448,WM Supercenter,Retail,1,9300 EAST POINT DOUGLAS RD S,COTTAGE GROVE,WASHINGTON,MN,55016-0000,2,Open,,Y,Y,2448,No,Available,Yes,Available
18454,"CAGUAS, PR",2449,WM Supercenter,Retail,1,RAFAEL CORDERO AVE #301,CAGUAS,CAYEY,PR,00725-0000,2,Open,,Y,Y,2449,,,,
18455,CROWLEY TX.,245,Walmart Fuel Station,Retail,1,1301 E. FM 1187,CROWLEY,TARRANT,TX,76036-0000,2,Open,,Y,Y,245,No,,Yes,
18456,"BELLINGHAM, WA",2450,Wal-Mart,Retail,1,4420 MERIDIAN ST,BELLINGHAM,WHATCOM,WA,98226-8087,2,Open,,Y,Y,2450,No,,Yes,
18457,ALBUQUERQUE SAN MATEO NM,2451,Neighborhood Market,Retail,1,4700 CUTLER AVE NE,ALBUQUERQUE,BERNALILLO,NM,87110-4096,2,Open,,Y,Y,2451,No,,No,Not Available
18458,"MILWAUKEE, WI",2452,WM Supercenter,Retail,1,401 E CAPITOL DR,MILWAUKEE,MILWAUKEE,WI,53212-1211,5,Open,,Y,Y,2452,No,Available,Yes,Available
18459,"FALLON, NV",2453,WM Supercenter,Retail,1,2333 RENO HWY,FALLON,CHURCHILL,NV,89406-6385,5,Open,,Y,Y,2453,No,,Yes,Available
18461,GREAT FALLS MT,2455,WM Supercenter,Retail,1,701 SMELTER AVE NE,GREAT FALLS,CASCADE,MT,59404-1940,5,Open,,Y,Y,2455,No,Available,No,Available
18463,"RANCHO CORDOVA, CA",2457,WM Supercenter,Retail,1,10655 FOLSOM BLVD,RANCHO CORDOVA,SACRAMENTO,CA,95670-4828,5,Open,,Y,Y,2457,No,,No,
18464,"SALINAS, CA",2458,WM Supercenter,Retail,1,1800 N MAIN,SALINAS,MONTEREY,CA,93906-0000,5,Open,,Y,Y,2458,No,,No,
18465,"SARASOTA (S), FL",2459,WM Supercenter,Retail,1,4381 CATTLEMEN RD,SARASOTA,SARASOTA,FL,34233-5070,5,Open,,Y,Y,2459,No,,Yes,Available
18466,SKIATOOK OK.,246,WM Supercenter,Retail,1,700 W ROGERS BLVD,SKIATOOK,OSAGE,OK,74070-1035,5,Open,,Y,Y,246,No,,No,Available
18467,"SEAFORD, DE",2460,WM Supercenter,Retail,1,22899 SUSSEX HWY,SEAFORD,SUSSEX,DE,19973-5851,2,Open,,Y,Y,2460,No,Available,No,Available
18470,FRISCO STONEBROOK & 423 TX,2463,WM Supercenter,Retail,1,355 STONEBROOK PKWY,FRISCO,DENTON,TX,75034-0000,2,Open,,Y,Y,2463,No,Available,No,Available
18471,SACRAMENTO DELTA SHORES CA,2464,WM Supercenter,Retail,1,8270 DELTA SHORES CIRCLE,SACRAMENTO,SACRAMENTO,CA,95832-0000,2,Open,,Y,Y,2464,No,Available,No,Available
18472,AUGUSTA WINDSOR GA,2465,Neighborhood Market,Retail,1,3697 WINDSOR SPRING RD,HEPHZIBAH,RICHMOND,GA,30815-7157,2,Open,,Y,Y,2465,No,,No,Available
18473,ARLINGTON TX,2466,Walmart Fuel Station,Retail,1,4851 S COOPER STREET,ARLINGTON,TARRANT,TX,76017-5928,2,Open,,Y,Y,2466,No,,No,
18475,Rohnert Park CA,2468,Neighborhood Market,Retail,1,901 GOLF COURSE DRIVE,ROHNERT PARK,SONOMA,CA,94928-0000,2,Open,,Y,Y,2468,No,,No,
18476,"LONGVIEW, WA",2469,WM Supercenter,Retail,1,540 7TH AVE,LONGVIEW,COWLITZ,WA,98632-1605,5,Open,,Y,Y,2469,No,,Yes,Not Available
18477,HENRYETTA OK.,247,Wal-Mart,Retail,1,605 E MAIN ST,HENRYETTA,OKMULGEE,OK,74437-4439,2,Open,,Y,Y,247,No,,No,
18479,"COLUMBUS, (NW) OH",2471,WM Supercenter,Retail,1,5900 BRITTON PKWY,DUBLIN,FRANKLIN,OH,43016-1207,5,Open,,Y,Y,2471,No,Available,Yes,Available
18480,"WINSTON-SALEM, NC",2472,WM Supercenter,Retail,1,4550 KESTER MILL RD,WINSTON SALEM,FORSYTH,NC,27103-1247,2,Open,,Y,Y,2472,No,Available,Yes,Available
18481,"HILO, HI",2473,Wal-Mart,Retail,1,325 E MAKAALA ST,HILO,HAWAII,HI,96720-5144,2,Open,,Y,Y,2473,,,,
18482,"KEYSER, WV",2474,WM Supercenter,Retail,1,R.R. #4 BOX 82,KEYSER,MINERAL,WV,26726-9406,2,Open,,Y,Y,2474,No,,No,
18483,"CONYERS, GA",2475,WM Supercenter,Retail,1,1436 DOGWOOD DR SE,CONYERS,ROCKDALE,GA,30013-5091,2,Open,,Y,Y,2475,No,Available,No,Available
18484,"COLLEGE PLACE, WA",2476,WM Supercenter,Retail,1,1700 SE MEADOWBROOK BLVD,COLLEGE PLACE,WALLA WALLA,WA,99324-1798,5,Open,,Y,Y,2476,No,,No,Available
18485,"ROSEBURG, OR",2477,WM Supercenter,Retail,1,2125 NW STEWART PKWY,ROSEBURG,DOUGLAS,OR,97471-1693,5,Open,,Y,Y,2477,No,,Yes,
18487,"SAN DIEGO, CA",2479,WM Supercenter,Retail,1,3412 COLLEGE AVE,SAN DIEGO,SAN DIEGO,CA,92115-7134,5,Open,,Y,Y,2479,No,Not Available,Yes,Not Available
18488,MEXIA TX.,248,WM Supercenter,Retail,1,1406 E MILAM ST,MEXIA,LIMESTONE,TX,76667-2500,5,Open,,Y,Y,248,Yes,Available,Yes,Available
18489,"HONESDALE, PA",2480,WM Supercenter,Retail,1,723A OLD WILLOW AVE,HONESDALE,WAYNE,PA,18431-4217,2,Open,,Y,Y,2480,No,,No,Available
18490,"SHAMOKIN, PA",2481,WM Supercenter,Retail,1,9300 STATE ROUTE 61,COAL TOWNSHIP,NORTHUMBERLAND,PA,17866-4178,2,Open,,Y,Y,2481,No,Not Available,Yes,Not Available
18491,"MESA (W), AZ",2482,WM Supercenter,Retail,1,857 N DOBSON RD,MESA,MARICOPA,AZ,85201-7585,5,Open,,Y,Y,2482,No,Not Available,No,Not Available
18492,LAS VEGAS BLUE DIAMOND NV,2483,WM Supercenter,Retail,1,6973 BLUE DIAMOND RD,LAS VEGAS,CLARK,NV,89178-0000,2,Open,,Y,Y,2483,No,Available,No,Available
18493,"CLEWISTON, FL",2484,WM Supercenter,Retail,1,1005 W SUGARLAND HWY,CLEWISTON,HENDRY,FL,33440-2706,2,Open,,Y,Y,2484,No,Available,No,Available
18494,"PONDERAY, ID",2485,WM Supercenter,Retail,1,476999 HIGHWAY 95,PONDERAY,BONNER,ID,83852-9738,5,Open,,Y,Y,2485,No,Not Available,No,Not Available
18495,SAN JOSE CA,2486,Neighborhood Market,Retail,1,4080 STEVENS CREEK BLVD,SAN JOSE,SANTA CLARA,CA,95129-0000,2,Open,,Y,Y,2486,No,Not Available,No,Not Available
18496,CORONA 6TH STREET CA,2487,Neighborhood Market,Retail,1,1560 WEST SIXTH STREET,CORONA,RIVERSIDE,CA,92882-0000,2,Open,,Y,Y,2487,No,,No,
18497,DECATUR AL,2488,Neighborhood Market,Retail,1,1203 6TH AVE SE,DECATUR,MORGAN,AL,35601-0000,2,Open,,Y,Y,2488,No,,No,
18499,CLEVELAND TX.,249,WM Supercenter,Retail,1,831 HIGHWAY 59 S,CLEVELAND,LIBERTY,TX,77327-4873,5,Open,,Y,Y,249,No,,No,Not Available
18500,"ROELAND PARK, KS",2490,Wal-Mart,Retail,1,5150 ROE BLVD,ROELAND PARK,JOHNSON,KS,66205-2359,2,Open,,Y,Y,2490,No,,No,
18501,"DANVILLE, IL",2491,WM Supercenter,Retail,1,4101 N VERMILION ST STE A,DANVILLE,VERMILION,IL,61834-5997,2,Open,,Y,Y,2491,No,,No,Available
18502,"PENDLETON, OR",2492,WM Supercenter,Retail,1,2203 SW COURT AVE,PENDLETON,UMATILLA,OR,97801-1896,5,Open,,Y,Y,2492,No,,Yes,
18503,"GRAND RAPIDS, MI",2493,WM Supercenter,Retail,1,5859 28TH ST SE,GRAND RAPIDS,KENT,MI,49546-6905,5,Open,,Y,Y,2493,No,Available,Yes,Available
18504,"OCEANSIDE (WEST), CA",2494,WM Supercenter,Retail,1,2100 VISTA WAY,OCEANSIDE,SAN DIEGO,CA,92054-5600,5,Open,,Y,Y,2494,No,Available,No,Available
18505,WESTMINSTER CA,2495,Wal-Mart,Retail,1,13331 BEACH BLVD,WESTMINSTER,ORANGE,CA,92683-9207,2,Open,,Y,Y,2495,No,,Yes,
18506,"BOONE, NC",2496,WM Supercenter,Retail,1,200 WATAUGA VILLAGE DR,BOONE,WATAUGA,NC,28607-5029,5,Open,,Y,Y,2496,No,,No,Not Available
18507,"PHILLIPSBURG, NJ",2497,WM Supercenter,Retail,1,1300 US HIGHWAY 22,PHILLIPSBURG,WARREN,NJ,08865-4108,5,Open,,Y,Y,2497,No,Available,Yes,Available
18509,WINDERMERE FL,2499,Neighborhood Market,Retail,1,8801 CONROY WINDERMERE RD,ORLANDO,ORANGE,FL,32835-3129,2,Open,,Y,Y,2499,No,,No,Available
18510,MEXICO MO,25,WM Supercenter,Retail,1,4820 S CLARK ST,MEXICO,AUDRAIN,MO,65265-4111,5,Open,,Y,Y,25,No,,Yes,
18511,WARSAW MO.,250,WM Supercenter,Retail,1,103 W POLK ST,WARSAW,BENTON,MO,65355-3297,5,Open,,Y,Y,250,No,,No,
18513,"BAYAMON, PR",2501,Wal-Mart,Retail,1,501 AVE WEST MAIN,BAYAMON,BAYAMON,PR,00961-3867,2,Open,,Y,Y,2501,,,,
18514,LATROBE PA,2502,WM Supercenter,Retail,1,100 COLONY LN,LATROBE,WESTMORELAND,PA,15650-9073,2,Open,,Y,Y,2502,No,,No,Available
18515,HACKETTSTOWN NJ,2503,WM Supercenter,Retail,1,1885 STATE ROUTE 57 STE 100,HACKETTSTOWN,WARREN,NJ,07840-3473,5,Open,,Y,Y,2503,No,,No,
18516,"KINGSTON, NY",2504,WM Supercenter,Retail,1,601 FRANK STOTTILE BLVD,KINGSTON,ULSTER,NY,12401-1550,2,Open,,Y,Y,2504,No,,No,
18517,"MISSOURI CITY, TX",2505,WM Supercenter,Retail,1,5501 HIGHWAY 6,MISSOURI CITY,FORT BEND,TX,77459-4190,5,Open,,Y,Y,2505,No,Available,No,Available
18518,"RAVENNA, OH",2506,WM Supercenter,Retail,1,2600 STATE ROUTE 59,RAVENNA,PORTAGE,OH,44266-1646,5,Open,,Y,Y,2506,No,Not Available,Yes,Not Available
18519,"SANTA MARIA, CA",2507,Wal-Mart,Retail,1,2220 S BRADLEY RD,SANTA MARIA,SANTA BARBARA,CA,93455-1348,2,Open,,Y,Y,2507,No,,Yes,
18520,"BOISE, ID",2508,WM Supercenter,Retail,1,8300 W OVERLAND RD,BOISE,ADA,ID,83709-1639,5,Open,,Y,Y,2508,No,Available,No,Available
18521,"CHILTON, WI",2509,WM Supercenter,Retail,1,810 S IRISH RD,CHILTON,CALUMET,WI,53014-1773,5,Open,,Y,Y,2509,No,,Yes,Available
18522,MINEOLA TX.,251,WM Supercenter,Retail,1,135 NE LOOP 564,MINEOLA,WOOD,TX,75773-2913,5,Open,,Y,Y,251,No,,Yes,Available
18523,"MINOCQUA, WI",2510,WM Supercenter,Retail,1,8760 NORTHRIDGE WAY,MINOCQUA,ONEIDA,WI,54548-8766,5,Open,,Y,Y,2510,No,,No,
18524,"AMERICAN FORK, UT",2511,WM Supercenter,Retail,1,949 W GRASSLAND DR,AMERICAN FORK,UTAH,UT,84003-2753,5,Open,,Y,Y,2511,No,Available,No,Available
18525,"PHOENIX (N), AZ",2512,WM Supercenter,Retail,1,1825 W BELL RD,PHOENIX,MARICOPA,AZ,85023-3415,5,Open,,Y,Y,2512,No,Not Available,No,Not Available
18526,"DAHLONEGA, GA",2513,WM Supercenter,Retail,1,270 WALMART WAY,DAHLONEGA,LUMPKIN,GA,30533-0824,2,Open,,Y,Y,2513,No,,No,Available
18527,"POCOMOKE CITY, MD",2514,WM Supercenter,Retail,1,2132 OLD SNOW HILL RD,POCOMOKE CITY,WORCESTER,MD,21851-2734,2,Open,,Y,Y,2514,No,,No,Available
18528,"PHOENIX (E), AZ",2515,WM Supercenter,Retail,1,3721 E THOMAS RD,PHOENIX,MARICOPA,AZ,85018-7507,2,Open,,Y,Y,2515,No,Available,No,Available
18529,"RENTON, WA",2516,WM Supercenter,Retail,1,743 RAINIER AVENUE SOUTH,RENTON,KING,WA,98057-3204,5,Open,,Y,Y,2516,Yes,Available,Yes,Available
18530,"SANTA ANA, CA",2517,WM Supercenter,Retail,1,3600 W MCFADDEN AVE,SANTA ANA,ORANGE,CA,92704-1330,5,Open,,Y,Y,2517,No,Not Available,No,Not Available
18531,"HAMILTON, NJ 11-11-02",2518,Wal-Mart,Retail,1,700 MARKETPLACE BLVD,HAMILTON,MERCER,NJ,08691-2115,2,Open,,Y,Y,2518,No,,No,
18532,"SHREWSBURY, PA",2519,WM Supercenter,Retail,1,698 SHREWSBURY COMMONS AVE,SHREWSBURY,YORK,PA,17361-1617,2,Open,,Y,Y,2519,No,Available,Yes,
18533,"DU QUOIN, IL.",252,WM Supercenter,Retail,1,215 E GRANTWAY ST,DU QUOIN,PERRY,IL,62832-1923,5,Open,,Y,Y,252,No,,No,
18534,"FREDERICKSBURG (E), VA",2520,WM Supercenter,Retail,1,125 WASHINGTON SQUARE PLZ,FREDERICKSBURG,STAFFORD,VA,22405-3235,5,Open,,Y,Y,2520,No,Available,No,
18536,"ESCANABA, MI",2522,WM Supercenter,Retail,1,601 N LINCOLN RD,ESCANABA,DELTA,MI,49829-1426,5,Open,,Y,Y,2522,No,,Yes,Not Available
18537,"BREA, CA",2523,Wal-Mart,Retail,1,2595 E IMPERIAL HWY,BREA,ORANGE,CA,92821-6129,2,Open,,Y,Y,2523,No,,No,
18540,"PORTER RANCH, CA",2526,WM Supercenter,Retail,1,19821 RINALDI ST,PORTER RANCH,LOS ANGELES,CA,91326-4145,5,Open,,Y,Y,2526,No,,No,
18541,"SAN CLEMENTE, CA",2527,Wal-Mart,Retail,1,951 AVENIDA PICO,SAN CLEMENTE,ORANGE,CA,92673-3908,2,Open,,Y,Y,2527,No,,No,
18542,"MILL HALL, PA",2528,WM Supercenter,Retail,1,167 HOGAN BLVD,MILL HALL,CLINTON,PA,17751-1902,2,Open,,Y,Y,2528,No,,No,Available
18543,"VIRGINIA BEACH, VA",2529,WM Supercenter,Retail,1,2021 LYNNHAVEN PKWY,VIRGINIA BEACH,VIRGINIA BEACH CITY,VA,23456-1410,2,Open,,Y,Y,2529,No,Available,Yes,Available
18544,"JERSEYVILLE, IL.",253,WM Supercenter,Retail,1,1316 S STATE ST,JERSEYVILLE,JERSEY,IL,62052-3617,5,Open,,Y,Y,253,No,,No,Available
18545,"RUTLAND, VT",2530,Wal-Mart,Retail,1,90 SHOPPING PLZ,RUTLAND,RUTLAND,VT,05701-5201,2,Open,,Y,Y,2530,No,,No,
18546,"TOWN OF CORDLANDT, NY",2531,Wal-Mart,Retail,1,3133 E MAIN ST,MOHEGAN LAKE,WESTCHESTER,NY,10547-1521,2,Open,,Y,Y,2531,No,,No,
18547,"BELOIT, WI",2532,WM Supercenter,Retail,1,2785 MILWAUKEE RD,BELOIT,ROCK,WI,53511-6915,2,Open,,Y,Y,2532,No,Available,No,Available
18548,"GULF BREEZE, FL",2533,WM Supercenter,Retail,1,3767 GULF BREEZE PKWY,GULF BREEZE,SANTA ROSA,FL,32563-3528,2,Open,,Y,Y,2533,No,Not Available,Yes,Not Available
18549,"DOTHAN (S), AL",2534,WM Supercenter,Retail,1,3300 S OATES ST,DOTHAN,HOUSTON,AL,36301-5694,2,Open,,Y,Y,2534,No,,No,Available
18550,"SAINT CLAIR, PA",2535,WM Supercenter,Retail,1,500 TERRY RICH BLVD,SAINT CLAIR,WESTMORELAND,PA,17970-1090,2,Open,,Y,Y,2535,No,Not Available,No,Not Available
18551,"TULARE, CA",2536,Wal-Mart,Retail,1,1110 E PROSPERITY AVE,TULARE,TULARE,CA,93274-8029,2,Open,,Y,Y,2536,No,,No,
18552,"REDDING, CA",2537,WM Supercenter,Retail,1,1515 DANA DR,REDDING,SHASTA,CA,96003-4014,5,Open,,Y,Y,2537,No,Available,No,Available
18553,"EUGENE, OR",2538,Wal-Mart,Retail,1,1040 GREEN ACRES RD,EUGENE,LANE,OR,97408-6501,2,Open,,Y,Y,2538,No,,No,
18554,"SPOKANE, WA",2539,WM Supercenter,Retail,1,15727 E BROADWAY AVE,SPOKANE VALLEY,SPOKANE,WA,99037-9544,5,Open,,Y,Y,2539,No,Available,Yes,Available
18555,OLNEY IL.,254,WM Supercenter,Retail,1,1001 NORTH WEST,OLNEY,RICHLAND,IL,62450-3774,5,Open,,Y,Y,254,No,,No,Available
18556,"CLARION, PA",2540,WM Supercenter,Retail,1,63 PERKINS RD,CLARION,CLARION,PA,16214-8527,2,Open,,Y,Y,2540,No,,No,Not Available
18557,"ALLIANCE, OH",2541,WM Supercenter,Retail,1,2700 W STATE ST,ALLIANCE,STARK,OH,44601-5611,2,Open,,Y,Y,2541,No,Available,No,Available
18558,"OTTAWA, OH",2542,WM Supercenter,Retail,1,1720 N PERRY ST,OTTAWA,PUTNAM,OH,45875-1153,2,Open,,Y,Y,2542,No,,No,
18559,"PITTSTON, PA",2543,WM Supercenter,Retail,1,390 ROUTE 315 HWY,PITTSTON,LUZERNE,PA,18640-3903,5,Open,,Y,Y,2543,No,Available,Yes,Available
18560,"PORTAGE, IN",2544,WM Supercenter,Retail,1,6087 US HIGHWAY 6,PORTAGE,PORTER,IN,46368-5046,5,Open,,Y,Y,2544,No,Available,No,Available
18561,"MARINETTE, WI",2545,WM Supercenter,Retail,1,2900 ROOSEVELT RD,MARINETTE,MARINETTE,WI,54143-3832,5,Open,,Y,Y,2545,No,,No,Available
18562,"ORANGE, CA",2546,Wal-Mart,Retail,1,2300 N TUSTIN ST,ORANGE,ORANGE,CA,92865-3706,2,Open,,Y,Y,2546,No,Available,No,Available
18563,"THOMPSON, NY",2547,WM Supercenter,Retail,1,41 ANAWANA LAKE RD,MONTICELLO,SULLIVAN,NY,12701-3206,2,Open,,Y,Y,2547,No,,Yes,Not Available
18564,"SOUTH WILLIAMSON, KY",2548,WM Supercenter,Retail,1,28402 US HIGHWAY 119,SOUTH WILLIAMSON,PIKE,KY,41503-3924,2,Open,,Y,Y,2548,Yes,Available,Yes,Available
18565,"SPOKANE, WA",2549,WM Supercenter,Retail,1,9212 N COLTON ST,SPOKANE,SPOKANE,WA,99218-1284,5,Open,,Y,Y,2549,No,Available,Yes,Available
18566,"VANCOUVER (E),WA",2550,WM Supercenter,Retail,1,221E NE 104TH AVE,VANCOUVER,CLARK,WA,98664-4505,5,Open,,Y,Y,2550,No,Available,No,Available
18567,"MOUNT AIRY, MD",2551,Wal-Mart,Retail,1,209 E RIDGEVILLE BLVD,MOUNT AIRY,CARROLL,MD,21771-5257,2,Open,,Y,Y,2551,No,,Yes,
18568,"PORTLAND (E),OR",2552,WM Supercenter,Retail,1,4200 SE 82ND AVE,PORTLAND,MULTNOMAH,OR,97266-2943,5,Open,,Y,Y,2552,Yes,Available,Yes,Available
18569,"WINDSOR, CA",2553,Wal-Mart,Retail,1,6650 HEMBREE LN,WINDSOR,SONOMA,CA,95492-9739,2,Open,,Y,Y,2553,No,,Yes,
18570,"AVONDALE, AZ",2554,WM Supercenter,Retail,1,13055 W RANCHO SANTA FE BLVD,AVONDALE,MARICOPA,AZ,85392-1700,5,Open,,Y,Y,2554,No,,Yes,Available
18571,"NEW CASTLE, DE",2555,Wal-Mart,Retail,1,117 WILTON BLVD,NEW CASTLE,NEW CASTLE,DE,19720-3979,2,Open,,Y,Y,2555,No,,No,
18572,"ARROYO GRANDE, CA",2556,Wal-Mart,Retail,1,1168 W BRANCH ST,ARROYO GRANDE,SAN LUIS OBISPO,CA,93420-1906,2,Open,,Y,Y,2556,No,,No,
18573,"BAKERSFIELD, CA EF",2557,WM Supercenter,Retail,1,8400 ROSEDALE HWY,BAKERSFIELD,KERN,CA,93312-2151,5,Open,,Y,Y,2557,No,,No,
18574,"STERLING HEIGHTS, MI",2558,Wal-Mart,Retail,1,44575 MOUND RD,STERLING HEIGHTS,MACOMB,MI,48314-1319,2,Open,,Y,Y,2558,No,,No,
18575,"STERLING HEIGHTS, MI",2559,WM Supercenter,Retail,1,33201 VAN DYKE AVE,STERLING HEIGHTS,MACOMB,MI,48312-5924,5,Open,,Y,Y,2559,No,,Yes,Available
18576,"GLEN CARBON, IL.",256,WM Supercenter,Retail,1,400 JUNCTION DR,GLEN CARBON,MADISON,IL,62034-4323,5,Open,,Y,Y,256,No,,No,
18577,"BERLIN, MD",2560,WM Supercenter,Retail,1,11416 OCEAN GTWY,BERLIN,WORCESTER,MD,21811-2549,5,Open,,Y,Y,2560,No,Available,No,Available
18578,"ERIE (W), PA",2561,WM Supercenter,Retail,1,5350 W. RIDGE RD,ERIE,ERIE,PA,16506-0000,5,Open,,Y,Y,2561,No,Available,Yes,Available
18579,"GOODLAND, KS",2562,WM Supercenter,Retail,1,2160 C0MMERCE ROAD,GOODLAND,SHERMAN,KS,67735-9776,2,Open,,Y,Y,2562,No,,No,
18580,"PAOLI, IN",2563,WM Supercenter,Retail,1,735 N GOSPEL ST,PAOLI,ORANGE,IN,47454-1419,2,Open,,Y,Y,2563,No,Available,Yes,Available
18581,"LURAY, VA",2564,WM Supercenter,Retail,1,1036 US HIGHWAY 211 W,LURAY,PAGE,VA,22835-5245,2,Open,,Y,Y,2564,No,,Yes,
18582,"MADISON HEIGHTS, VA",2565,WM Supercenter,Retail,1,197 MADISON HEIGHTS SQ,MADISON HEIGHTS,AMHERST,VA,24572-6243,2,Open,,Y,Y,2565,No,,No,
18583,"CHARLES TOWN, WV",2566,WM Supercenter,Retail,1,96 PATRICK HENRY WAY,CHARLES TOWN,JEFFERSON,WV,25414-4391,2,Open,,Y,Y,2566,No,,No,Available
18584,"GRANDVILLE, MI",2567,WM Supercenter,Retail,1,4542 KENOWA AVE SW,GRANDVILLE,KENT,MI,49418-9523,5,Open,,Y,Y,2567,No,Not Available,Yes,Not Available
18585,"PANORAMA CITY, CA",2568,Wal-Mart,Retail,1,8333 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402-3607,2,Open,,Y,Y,2568,No,,No,Available
18587,MORGANFIELD KY.,257,WM Supercenter,Retail,1,901 US HIGHWAY 60 E,MORGANFIELD,UNION,KY,42437-6603,5,Open,,Y,Y,257,No,,No,
18589,"FEDERAL WAY, WA",2571,Wal-Mart,Retail,1,1900 S 314TH ST,FEDERAL WAY,KING,WA,98003-5622,2,Open,,Y,Y,2571,No,,No,
18590,"WAVERLY, OH",2572,WM Supercenter,Retail,1,990 W EMMITT AVE,WAVERLY,PIKE,OH,45690-1095,2,Open,,Y,Y,2572,No,,No,Available
18592,"CARLISLE, PA",2574,WM Supercenter,Retail,1,60 NOBLE BLVD,CARLISLE,CUMBERLAND,PA,17013-4119,2,Open,,Y,Y,2574,No,Available,Yes,Available
